0 1 2
7 101 1
7 113 1
7 123 1
7 124 1
7 126 1
7 129 1
7 147 1
7 148 1
7 149 1
7 164 1
7 171 1
7 172 1
7 181 1
7 184 1
7 186 1
7 189 1
7 192 1
7 193 1
7 194 1
7 199 1
7 201 1
7 202 1
7 213 1
7 230 1
7 233 1
7 234 1
7 235 1
7 238 1
7 239 1
7 243 1
7 244 1
7 246 1
7 251 1
8 1 1
8 5 1
8 6 1
8 7 1
8 10 1
8 12 1
8 13 1
8 18 1
8 19 1
8 20 1
8 21 1
8 29 1
8 30 1
8 31 1
8 33 1
8 34 1
8 46 1
8 47 1
8 50 1
8 58 1
8 63 1
8 64 1
8 66 1
8 74 1
8 84 1
8 88 1
8 92 1
8 95 1
8 96 1
8 97 1
8 100 1
8 101 1
8 113 1
8 123 1
8 124 1
8 126 1
8 129 1
8 147 1
8 148 1
8 149 1
8 164 1
8 171 1
8 172 1
8 181 1
8 184 1
8 186 1
8 189 1
8 192 1
8 193 1
8 194 1
8 199 1
8 201 1
8 202 1
8 233 1
8 234 1
8 235 1
8 239 1
8 243 1
8 244 1
8 246 1
8 251 1
9 0 1
9 1 1
9 2 1
9 3 1
9 10 1
9 13 1
9 16 1
9 27 1
9 38 1
9 43 1
9 44 1
9 45 1
9 46 1
9 47 1
9 49 1
9 50 1
9 57 1
9 58 1
9 68 1
9 76 1
9 77 1
9 92 1
9 95 1
9 104 1
9 108 1
9 111 1
9 114 1
9 130 1
9 131 1
9 133 1
9 140 1
9 150 1
9 154 1
9 156 1
9 160 1
9 169 1
9 171 1
9 174 1
9 175 1
9 177 1
9 193 1
9 194 1
9 199 1
9 202 1
9 207 1
9 209 1
9 221 1
9 222 1
9 223 1
9 224 1
9 226 1
9 227 1
9 229 1
9 232 1
9 235 1
9 241 1
9 251 1
9 253 1
10 0 1
10 1 3
10 2 1
10 3 2
10 5 1
10 6 1
10 7 1
10 8 1
10 9 1
10 11 1
10 12 1
10 13 3
10 16 1
10 17 1
10 18 1
10 19 2
10 20 1
10 21 2
10 22 1
10 23 1
10 24 1
10 25 1
10 27 1
10 28 1
10 29 1
10 30 1
10 31 1
10 33 1
10 34 1
10 35 1
10 38 1
10 39 1
10 42 1
10 43 1
10 44 1
10 45 1
10 46 3
10 47 2
10 49 1
10 50 3
10 51 1
10 53 1
10 54 1
10 55 1
10 57 2
10 58 3
10 59 1
10 62 1
10 63 2
10 64 1
10 65 1
10 66 1
10 68 2
10 71 1
10 73 1
10 74 2
10 75 1
10 76 1
10 77 1
10 78 1
10 79 1
10 84 1
10 85 1
10 87 1
10 88 1
10 89 1
10 92 3
10 94 1
10 95 3
10 96 2
10 97 1
10 99 1
10 100 1
10 101 1
10 102 1
10 103 1
10 104 1
10 105 1
10 106 1
10 108 1
10 109 1
10 111 1
10 112 1
10 113 1
10 114 1
10 115 1
10 116 1
10 117 1
10 118 1
10 119 1
10 120 1
10 121 1
10 123 1
10 124 1
10 126 1
10 129 1
10 130 1
10 131 1
10 133 1
10 134 1
10 136 1
10 138 1
10 139 1
10 140 1
10 141 1
10 142 1
10 143 1
10 144 1
10 147 1
10 148 1
10 149 1
10 150 1
10 151 1
10 153 1
10 154 1
10 156 3
10 158 1
10 159 1
10 160 1
10 161 1
10 162 1
10 164 1
10 166 1
10 168 1
10 169 1
10 170 1
10 171 2
10 172 1
10 173 1
10 174 1
10 175 1
10 176 1
10 177 1
10 178 1
10 181 1
10 182 1
10 183 1
10 184 1
10 185 1
10 186 1
10 187 1
10 189 2
10 190 1
10 191 1
10 192 1
10 193 3
10 194 2
10 196 1
10 197 1
10 198 1
10 199 3
10 200 1
10 201 1
10 202 2
10 203 1
10 204 1
10 205 1
10 207 1
10 208 1
10 209 1
10 210 1
10 211 1
10 214 1
10 215 1
10 216 1
10 218 1
10 219 1
10 220 1
10 221 1
10 222 1
10 223 2
10 224 2
10 225 1
10 226 1
10 227 1
10 229 1
10 232 2
10 233 1
10 234 1
10 235 3
10 239 2
10 240 1
10 241 1
10 243 1
10 244 1
10 245 1
10 246 1
10 247 1
10 248 1
10 251 2
10 252 1
10 253 3
11 10 1
11 13 1
11 17 1
11 22 1
11 23 1
11 24 1
11 25 1
11 28 1
11 35 1
11 39 1
11 42 1
11 46 1
11 51 1
11 53 1
11 54 1
11 55 1
11 57 1
11 58 1
11 59 1
11 62 1
11 65 1
11 71 1
11 73 1
11 74 1
11 75 1
11 78 1
11 79 1
11 85 1
11 87 1
11 89 1
11 92 1
11 94 1
11 99 1
11 102 1
11 103 1
11 105 1
11 109 1
11 112 1
11 115 1
11 116 1
11 117 1
11 118 1
11 119 1
11 120 1
11 121 1
11 134 1
11 136 1
11 138 1
11 139 1
11 141 1
11 143 1
11 144 1
11 151 1
11 153 1
11 156 1
11 158 1
11 159 1
11 161 1
11 162 1
11 168 1
11 170 1
11 173 1
11 176 1
11 178 1
11 182 1
11 185 1
11 187 1
11 190 1
11 191 1
11 193 1
11 196 1
11 198 1
11 199 1
11 200 1
11 203 1
11 204 1
11 205 1
11 208 1
11 210 1
11 211 1
11 214 1
11 215 1
11 216 1
11 218 1
11 219 1
11 220 1
11 223 1
11 224 1
11 232 1
11 240 1
11 245 1
11 247 1
11 248 1
11 252 1
11 253 1
12 1 1
12 4 1
12 5 1
12 6 1
12 7 1
12 8 1
12 10 1
12 13 1
12 14 1
12 15 1
12 18 1
12 19 1
12 20 1
12 21 1
12 26 1
12 29 1
12 30 1
12 31 1
12 32 1
12 33 1
12 34 1
12 36 1
12 37 1
12 40 1
12 41 1
12 46 1
12 47 1
12 48 1
12 50 1
12 56 1
12 58 1
12 61 1
12 63 1
12 64 1
12 66 1
12 69 1
12 72 1
12 74 1
12 80 1
12 82 1
12 84 1
12 88 1
12 90 1
12 91 1
12 92 1
12 93 1
12 95 1
12 96 1
12 97 1
12 98 1
12 100 1
12 101 1
12 107 1
12 110 1
12 113 1
12 122 1
12 123 1
12 124 1
12 125 1
12 126 1
12 127 1
12 128 1
12 129 1
12 132 1
12 137 1
12 145 1
12 146 1
12 147 1
12 148 1
12 149 1
12 152 1
12 155 1
12 157 1
12 163 1
12 164 1
12 165 1
12 167 1
12 171 1
12 172 1
12 176 1
12 179 1
12 181 1
12 184 1
12 186 1
12 188 1
12 189 1
12 192 1
12 193 1
12 194 1
12 195 1
12 199 2
12 201 1
12 202 1
12 206 1
12 212 1
12 217 1
12 228 1
12 232 1
12 233 1
12 234 1
12 235 2
12 236 1
12 237 1
12 238 1
12 239 1
12 242 1
12 243 1
12 244 1
12 246 1
12 249 1
12 251 1
13 0 1
13 1 2
13 2 1
13 3 1
13 5 1
13 6 1
13 7 2
13 8 1
13 9 1
13 10 3
13 11 1
13 12 1
13 16 1
13 17 1
13 18 1
13 19 1
13 20 1
13 21 1
13 22 1
13 23 1
13 24 1
13 25 1
13 27 1
13 28 1
13 29 1
13 30 1
13 31 1
13 33 1
13 34 1
13 35 1
13 38 1
13 39 1
13 42 1
13 43 1
13 44 1
13 45 1
13 46 4
13 47 2
13 49 1
13 50 2
13 51 1
13 52 1
13 53 1
13 54 1
13 55 1
13 57 2
13 58 3
13 59 1
13 61 1
13 62 1
13 63 1
13 64 1
13 65 1
13 66 1
13 68 1
13 71 1
13 73 1
13 74 2
13 75 1
13 76 2
13 77 1
13 78 1
13 79 1
13 81 1
13 84 1
13 85 1
13 87 1
13 88 1
13 89 1
13 92 3
13 94 1
13 95 2
13 96 1
13 97 1
13 99 1
13 100 1
13 101 1
13 102 1
13 103 1
13 104 1
13 105 1
13 108 1
13 109 1
13 111 1
13 112 1
13 113 1
13 114 1
13 115 1
13 116 1
13 117 1
13 118 1
13 119 1
13 120 1
13 121 1
13 123 1
13 124 1
13 126 1
13 129 1
13 130 1
13 131 1
13 133 1
13 134 1
13 136 1
13 138 1
13 139 1
13 140 1
13 141 1
13 143 1
13 144 1
13 147 1
13 148 1
13 149 1
13 150 1
13 151 1
13 153 1
13 154 1
13 156 2
13 158 1
13 159 1
13 160 1
13 161 1
13 162 1
13 164 1
13 168 1
13 169 1
13 170 1
13 171 2
13 172 1
13 173 1
13 174 1
13 175 1
13 176 1
13 177 1
13 178 1
13 181 1
13 182 1
13 184 1
13 185 1
13 186 1
13 187 1
13 189 1
13 190 1
13 191 1
13 192 1
13 193 3
13 194 2
13 196 1
13 198 1
13 199 3
13 200 1
13 201 1
13 202 2
13 203 1
13 204 1
13 205 1
13 207 1
13 208 1
13 209 1
13 210 1
13 211 1
13 213 1
13 214 1
13 215 1
13 216 1
13 218 1
13 219 1
13 220 1
13 221 1
13 222 1
13 223 2
13 224 2
13 226 1
13 227 1
13 229 1
13 230 1
13 232 2
13 233 1
13 234 1
13 235 2
13 238 1
13 239 1
13 240 1
13 241 1
13 243 1
13 244 1
13 245 1
13 246 1
13 247 1
13 248 1
13 251 2
13 252 1
13 253 2
14 4 1
14 12 1
14 15 1
14 26 1
14 32 1
14 36 1
14 37 1
14 40 1
14 41 1
14 48 1
14 56 1
14 61 1
14 69 1
14 72 1
14 80 1
14 82 1
14 90 1
14 91 1
14 93 1
14 98 1
14 107 1
14 110 1
14 122 1
14 125 1
14 127 1
14 128 1
14 132 1
14 137 1
14 145 1
14 146 1
14 152 1
14 155 1
14 157 1
14 163 1
14 165 1
14 167 1
14 176 1
14 179 1
14 188 1
14 195 1
14 199 1
14 206 1
14 212 1
14 217 1
14 228 1
14 232 1
14 235 1
14 236 1
14 237 1
14 238 1
14 242 1
14 249 1
15 4 1
15 12 1
15 14 1
15 26 1
15 32 1
15 36 1
15 37 1
15 40 1
15 41 1
15 48 1
15 56 1
15 61 1
15 69 1
15 72 1
15 80 1
15 82 1
15 90 1
15 91 1
15 93 1
15 98 1
15 107 1
15 110 1
15 122 1
15 125 1
15 127 1
15 128 1
15 132 1
15 137 1
15 145 1
15 146 1
15 152 1
15 155 1
15 157 1
15 163 1
15 165 1
15 167 1
15 176 1
15 179 1
15 188 1
15 195 1
15 199 1
15 206 1
15 212 1
15 217 1
15 228 1
15 232 1
15 235 1
15 236 1
15 237 1
15 238 1
15 242 1
15 249 1
16 0 1
16 1 1
16 2 1
16 3 1
16 9 1
16 10 1
16 13 1
16 27 1
16 38 1
16 43 1
16 44 1
16 45 1
16 46 1
16 47 1
16 49 1
16 50 1
16 57 1
16 58 1
16 68 1
16 76 1
16 77 1
16 92 1
16 95 1
16 104 1
16 108 1
16 111 1
16 114 1
16 130 1
16 131 1
16 133 1
16 140 1
16 150 1
16 154 1
16 156 1
16 160 1
16 169 1
16 171 1
16 174 1
16 175 1
16 177 1
16 193 1
16 194 1
16 199 1
16 202 1
16 207 1
16 209 1
16 221 1
16 222 1
16 223 1
16 224 1
16 226 1
16 227 1
16 229 1
16 232 1
16 235 1
16 241 1
16 251 1
16 253 1
17 10 1
17 11 1
17 13 1
17 22 1
17 23 1
17 24 1
17 25 1
17 28 1
17 35 1
17 39 1
17 42 1
17 46 1
17 51 1
17 53 1
17 54 1
17 55 1
17 57 1
17 58 1
17 59 1
17 62 1
17 65 1
17 71 1
17 73 1
17 74 1
17 75 1
17 78 1
17 79 1
17 85 1
17 87 1
17 89 1
17 92 1
17 94 1
17 99 1
17 102 1
17 103 1
17 105 1
17 109 1
17 112 1
17 115 1
17 116 1
17 117 1
17 118 1
17 119 1
17 120 1
17 121 1
17 134 1
17 136 1
17 138 1
17 139 1
17 141 1
17 143 1
17 144 1
17 151 1
17 153 1
17 156 1
17 158 1
17 159 1
17 161 1
17 162 1
17 168 1
17 170 1
17 173 1
17 176 1
17 178 1
17 182 1
17 185 1
17 187 1
17 190 1
17 191 1
17 193 1
17 196 1
17 198 1
17 199 1
17 200 1
17 203 1
17 204 1
17 205 1
17 208 1
17 210 1
17 211 1
17 214 1
17 215 1
17 216 1
17 218 1
17 219 1
17 220 1
17 223 1
17 224 1
17 232 1
17 240 1
17 245 1
17 247 1
17 248 1
17 252 1
17 253 1
18 1 1
18 5 1
18 6 1
18 7 1
18 8 1
18 10 1
18 12 1
18 13 1
18 19 1
18 20 1
18 21 1
18 29 1
18 30 1
18 31 1
18 33 1
18 34 1
18 46 1
18 47 1
18 50 1
18 58 1
18 63 1
18 64 1
18 66 1
18 74 1
18 84 1
18 88 1
18 92 1
18 95 1
18 96 1
18 97 1
18 100 1
18 101 1
18 113 1
18 123 1
18 124 1
18 126 1
18 129 1
18 147 1
18 148 1
18 149 1
18 164 1
18 171 1
18 172 1
18 181 1
18 184 1
18 186 1
18 189 1
18 192 1
18 193 1
18 194 1
18 199 1
18 201 1
18 202 1
18 233 1
18 234 1
18 235 1
18 239 1
18 243 1
18 244 1
18 246 1
18 251 1
19 1 2
19 3 1
19 5 1
19 6 1
19 7 1
19 8 1
19 10 2
19 12 1
19 13 1
19 18 1
19 20 1
19 21 2
19 29 1
19 30 1
19 31 1
19 33 1
19 34 1
19 46 1
19 47 1
19 50 2
19 58 1
19 63 2
19 64 1
19 66 1
19 68 1
19 74 1
19 84 1
19 88 1
19 92 1
19 95 2
19 96 2
19 97 1
19 100 1
19 101 1
19 106 1
19 113 1
19 123 1
19 124 1
19 126 1
19 129 1
19 142 1
19 147 1
19 148 1
19 149 1
19 156 1
19 164 1
19 166 1
19 171 1
19 172 1
19 181 1
19 183 1
19 184 1
19 186 1
19 189 2
19 192 1
19 193 1
19 194 1
19 197 1
19 199 1
19 201 1
19 202 1
19 225 1
19 233 1
19 234 1
19 235 2
19 239 2
19 243 1
19 244 1
19 246 1
19 251 1
19 253 1
20 1 1
20 5 1
20 6 1
20 7 1
20 8 1
20 10 1
20 12 1
20 13 1
20 18 1
20 19 1
20 21 1
20 29 1
20 30 1
20 31 1
20 33 1
20 34 1
20 46 1
20 47 1
20 50 1
20 58 1
20 63 1
20 64 1
20 66 1
20 74 1
20 84 1
20 88 1
20 92 1
20 95 1
20 96 1
20 97 1
20 100 1
20 101 1
20 113 1
20 123 1
20 124 1
20 126 1
20 129 1
20 147 1
20 148 1
20 149 1
20 164 1
20 171 1
20 172 1
20 181 1
20 184 1
20 186 1
20 189 1
20 192 1
20 193 1
20 194 1
20 199 1
20 201 1
20 202 1
20 233 1
20 234 1
20 235 1
20 239 1
20 243 1
20 244 1
20 246 1
20 251 1
21 1 2
21 3 1
21 5 1
21 6 1
21 7 1
21 8 1
21 10 2
21 12 1
21 13 1
21 18 1
21 19 2
21 20 1
21 29 1
21 30 1
21 31 1
21 33 1
21 34 1
21 46 1
21 47 1
21 50 2
21 58 1
21 63 2
21 64 1
21 66 1
21 68 1
21 74 1
21 84 1
21 88 1
21 92 1
21 95 2
21 96 2
21 97 1
21 100 1
21 101 1
21 106 1
21 113 1
21 123 1
21 124 1
21 126 1
21 129 1
21 142 1
21 147 1
21 148 1
21 149 1
21 156 1
21 164 1
21 166 1
21 171 1
21 172 1
21 181 1
21 183 1
21 184 1
21 186 1
21 189 2
21 192 1
21 193 1
21 194 1
21 197 1
21 199 1
21 201 1
21 202 1
21 225 1
21 233 1
21 234 1
21 235 2
21 239 2
21 243 1
21 244 1
21 246 1
21 251 1
21 253 1
22 10 1
22 11 1
22 13 1
22 17 1
22 23 1
22 24 1
22 25 1
22 28 1
22 35 1
22 39 1
22 42 1
22 46 1
22 51 1
22 53 1
22 54 1
22 55 1
22 57 1
22 58 1
22 59 1
22 62 1
22 65 1
22 71 1
22 73 1
22 74 1
22 75 1
22 78 1
22 79 1
22 85 1
22 87 1
22 89 1
22 92 1
22 94 1
22 99 1
22 102 1
22 103 1
22 105 1
22 109 1
22 112 1
22 115 1
22 116 1
22 117 1
22 118 1
22 119 1
22 120 1
22 121 1
22 134 1
22 136 1
22 138 1
22 139 1
22 141 1
22 143 1
22 144 1
22 151 1
22 153 1
22 156 1
22 158 1
22 159 1
22 161 1
22 162 1
22 168 1
22 170 1
22 173 1
22 176 1
22 178 1
22 182 1
22 185 1
22 187 1
22 190 1
22 191 1
22 193 1
22 196 1
22 198 1
22 199 1
22 200 1
22 203 1
22 204 1
22 205 1
22 208 1
22 210 1
22 211 1
22 214 1
22 215 1
22 216 1
22 218 1
22 219 1
22 220 1
22 223 1
22 224 1
22 232 1
22 240 1
22 245 1
22 247 1
22 248 1
22 252 1
22 253 1
23 10 1
23 11 1
23 13 1
23 17 1
23 22 1
23 24 1
23 25 1
23 28 1
23 35 1
23 39 1
23 42 1
23 46 1
23 51 1
23 53 1
23 54 1
23 55 1
23 57 1
23 58 1
23 59 1
23 62 1
23 65 1
23 71 1
23 73 1
23 74 1
23 75 1
23 78 1
23 79 1
23 85 1
23 87 1
23 89 1
23 92 1
23 94 1
23 99 1
23 102 1
23 103 1
23 105 1
23 109 1
23 112 1
23 115 1
23 116 1
23 117 1
23 118 1
23 119 1
23 120 1
23 121 1
23 134 1
23 136 1
23 138 1
23 139 1
23 141 1
23 143 1
23 144 1
23 151 1
23 153 1
23 156 1
23 158 1
23 159 1
23 161 1
23 162 1
23 168 1
23 170 1
23 173 1
23 176 1
23 178 1
23 182 1
23 185 1
23 187 1
23 190 1
23 191 1
23 193 1
23 196 1
23 198 1
23 199 1
23 200 1
23 203 1
23 204 1
23 205 1
23 208 1
23 210 1
23 211 1
23 214 1
23 215 1
23 216 1
23 218 1
23 219 1
23 220 1
23 223 1
23 224 1
23 232 1
23 240 1
23 245 1
23 247 1
23 248 1
23 252 1
23 253 1
24 10 1
24 11 1
24 13 1
24 17 1
24 22 1
24 23 1
24 25 1
24 28 1
24 35 1
24 39 1
24 42 1
24 46 1
24 51 1
24 53 1
24 54 1
24 55 1
24 57 1
24 58 1
24 59 1
24 62 1
24 65 1
24 71 1
24 73 1
24 74 1
24 75 1
24 78 1
24 79 1
24 85 1
24 87 1
24 89 1
24 92 1
24 94 1
24 99 1
24 102 1
24 103 1
24 105 1
24 109 1
24 112 1
24 115 1
24 116 1
24 117 1
24 118 1
24 119 1
24 120 1
24 121 1
24 134 1
24 136 1
24 138 1
24 139 1
24 141 1
24 143 1
24 144 1
24 151 1
24 153 1
24 156 1
24 158 1
24 159 1
24 161 1
24 162 1
24 168 1
24 170 1
24 173 1
24 176 1
24 178 1
24 182 1
24 185 1
24 187 1
24 190 1
24 191 1
24 193 1
24 196 1
24 198 1
24 199 1
24 200 1
24 203 1
24 204 1
24 205 1
24 208 1
24 210 1
24 211 1
24 214 1
24 215 1
24 216 1
24 218 1
24 219 1
24 220 1
24 223 1
24 224 1
24 232 1
24 240 1
24 245 1
24 247 1
24 248 1
24 252 1
24 253 1
25 10 1
25 11 1
25 13 1
25 17 1
25 22 1
25 23 1
25 24 1
25 28 1
25 35 1
25 39 1
25 42 1
25 46 1
25 51 1
25 53 1
25 54 1
25 55 1
25 57 1
25 58 1
25 59 1
25 62 1
25 65 1
25 71 1
25 73 1
25 74 1
25 75 1
25 78 1
25 79 1
25 85 1
25 87 1
25 89 1
25 92 1
25 94 1
25 99 1
25 102 1
25 103 1
25 105 1
25 109 1
25 112 1
25 115 1
25 116 1
25 117 1
25 118 1
25 119 1
25 120 1
25 121 1
25 134 1
25 136 1
25 138 1
25 139 1
25 141 1
25 143 1
25 144 1
25 151 1
25 153 1
25 156 1
25 158 1
25 159 1
25 161 1
25 162 1
25 168 1
25 170 1
25 173 1
25 176 1
25 178 1
25 182 1
25 185 1
25 187 1
25 190 1
25 191 1
25 193 1
25 196 1
25 198 1
25 199 1
25 200 1
25 203 1
25 204 1
25 205 1
25 208 1
25 210 1
25 211 1
25 214 1
25 215 1
25 216 1
25 218 1
25 219 1
25 220 1
25 223 1
25 224 1
25 232 1
25 240 1
25 245 1
25 247 1
25 248 1
25 252 1
25 253 1
26 4 1
26 12 1
26 14 1
26 15 1
26 32 1
26 36 1
26 37 1
26 40 1
26 41 1
26 48 1
26 56 1
26 61 1
26 69 1
26 72 1
26 80 1
26 82 1
26 90 1
26 91 1
26 93 1
26 98 1
26 107 1
26 110 1
26 122 1
26 125 1
26 127 1
26 128 1
26 132 1
26 137 1
26 145 1
26 146 1
26 152 1
26 155 1
26 157 1
26 163 1
26 165 1
26 167 1
26 176 1
26 179 1
26 188 1
26 195 1
26 199 1
26 206 1
26 212 1
26 217 1
26 228 1
26 232 1
26 235 1
26 236 1
26 237 1
26 238 1
26 242 1
26 249 1
27 0 1
27 1 1
27 2 1
27 3 1
27 9 1
27 10 1
27 13 1
27 16 1
27 38 1
27 43 1
27 44 1
27 45 1
27 46 1
27 47 1
27 49 1
27 50 1
27 57 1
27 58 1
27 68 1
27 76 1
27 77 1
27 92 1
27 95 1
27 104 1
27 108 1
27 111 1
27 114 1
27 130 1
27 131 1
27 133 1
27 140 1
27 150 1
27 154 1
27 156 1
27 160 1
27 169 1
27 171 1
27 174 1
27 175 1
27 177 1
27 193 1
27 194 1
27 199 1
27 202 1
27 207 1
27 209 1
27 221 1
27 222 1
27 223 1
27 224 1
27 226 1
27 227 1
27 229 1
27 232 1
27 235 1
27 241 1
27 251 1
27 253 1
28 10 1
28 11 1
28 13 1
28 17 1
28 22 1
28 23 1
28 24 1
28 25 1
28 35 1
28 39 1
28 42 1
28 46 1
28 51 1
28 53 1
28 54 1
28 55 1
28 57 1
28 58 1
28 59 1
28 62 1
28 65 1
28 71 1
28 73 1
28 74 1
28 75 1
28 78 1
28 79 1
28 85 1
28 87 1
28 89 1
28 92 1
28 94 1
28 99 1
28 102 1
28 103 1
28 105 1
28 109 1
28 112 1
28 115 1
28 116 1
28 117 1
28 118 1
28 119 1
28 120 1
28 121 1
28 134 1
28 136 1
28 138 1
28 139 1
28 141 1
28 143 1
